,time,x,y,theta
196,1.96,538.4155,10.11,-1.55339995646
197,1.97,538.408,10.103,-1.55334644709
198,1.98,538.409,10.1145,-1.55336973631
199,1.99,538.4,10.1125,-1.55333531905
200,2.0,538.407,10.1075,-1.55335067016
201,2.01,538.402,10.1045,-1.55333589118
202,2.02,538.404,10.099,-1.55334693567
203,2.03,538.402,10.108,-1.55332632524
204,2.04,538.401,10.1135,-1.55335456282
205,2.05,538.404,10.109,-1.55334873971
206,2.06,538.4035,10.1135,-1.55333044794
207,2.07,538.409,10.112,-1.55337071883
208,2.08,538.4,10.108,-1.5533321645
209,2.09,538.4055,10.102,-1.55334332021
210,2.1,538.417,10.1145,-1.55336025878
211,2.11,538.4085,10.1015,-1.55334528485
212,2.12,538.412,10.1035,-1.55329972221
213,2.13,538.4085,10.109,-1.55330330357
214,2.14,538.412,10.1155,-1.55333984252
215,2.15,538.4055,10.1035,-1.55334485027
216,2.16,538.406,10.1125,-1.55333733395
217,2.17,538.407,10.1075,-1.55336110909
218,2.18,538.411,10.108,-1.55335614234
219,2.19,538.4055,10.104,-1.5533166477
220,2.2,538.4085,10.103,-1.55334439053
221,2.21,538.4055,10.1065,-1.55334596831
222,2.22,538.408,10.1055,-1.55331529892
223,2.23,538.41,10.1065,-1.55331396417
224,2.24,538.406,10.11,-1.5533334874
225,2.25,538.408,10.1035,-1.55332942751
226,2.26,538.4015,10.1035,-1.55331769992
227,2.27,538.4035,10.0975,-1.55335162843
228,2.28,538.408,10.107,-1.55335850946
229,2.29,538.4105,10.1,-1.55334401152
230,2.3,538.408,10.0975,-1.55333474771
231,2.31,538.4015,10.1035,-1.55335132301
232,2.32,538.4055,10.1055,-1.55332136255
233,2.33,538.404,10.1035,-1.55331128103
234,2.34,538.4125,10.105,-1.55335362018
235,2.35,538.4055,10.101,-1.55333984926
236,2.36,538.402,10.113,-1.55333573324
237,2.37,538.4155,10.1035,-1.55336074992
238,2.38,538.412,10.096,-1.55332343809
239,2.39,538.4,10.0975,-1.55330969094
240,2.4,538.4095,10.105,-1.55332303795
241,2.41,538.4055,10.114,-1.55336333614
242,2.42,538.401,10.1105,-1.55330977658
243,2.43,538.3955,10.1155,-1.55333126629
244,2.44,538.3995,10.1055,-1.55334910286
245,2.45,538.404,10.111,-1.55335980627
246,2.46,538.4025,10.11,-1.55336875752
247,2.47,538.419,10.1115,-1.55334376175
248,2.48,538.4045,10.1015,-1.55334967143
249,2.49,538.4085,10.1045,-1.55337882586
250,2.5,538.407,10.1065,-1.5533461751
251,2.51,538.4145,10.108,-1.55336821724
252,2.52,538.4115,10.102,-1.5533251808
253,2.53,538.4155,10.102,-1.5533398078
254,2.54,538.409,10.096,-1.55336389552
255,2.55,538.409,10.1145,-1.55335298885
256,2.56,538.4045,10.107,-1.55335226346
257,2.57,538.409,10.1075,-1.55333269658
258,2.58,538.4035,10.1005,-1.55332201519
259,2.59,538.413,10.099,-1.55334715374
260,2.6,538.4075,10.1085,-1.55334221856
261,2.61,538.4055,10.104,-1.55335746682
262,2.62,538.4085,10.106,-1.55336221105
263,2.63,538.401,10.1075,-1.55336156298
264,2.64,538.414,10.112,-1.55339310276
265,2.65,538.404,10.105,-1.55333923863
266,2.66,538.405,10.092,-1.55334579458
267,2.67,538.4055,10.1035,-1.55336816559
268,2.68,538.406,10.1025,-1.55334207544
269,2.69,538.4065,10.09,-1.55330536009
270,2.7,538.417,10.105,-1.5533855905
271,2.71,538.4105,10.104,-1.55334596606
272,2.72,538.401,10.1075,-1.55334920503
273,2.73,538.4,10.1145,-1.5533549376
274,2.74,538.405,10.121,-1.55335818338
275,2.75,538.4065,10.1145,-1.55335482633
276,2.76,538.409,10.101,-1.55337715899
277,2.77,538.4055,10.1095,-1.55336864114
278,2.78,538.4075,10.105,-1.55334288858
279,2.79,538.4095,10.121,-1.55339005254
280,2.8,538.406,10.111,-1.55336645808
281,2.81,538.4115,10.1205,-1.55333997012
282,2.82,538.41,10.1145,-1.55337175531
283,2.83,538.4075,10.111,-1.55333875185
284,2.84,538.412,10.1095,-1.55334181093
285,2.85,538.4155,10.112,-1.55337080947
286,2.86,538.4185,10.101,-1.55334820304
287,2.87,538.4135,10.0985,-1.55334924734
288,2.88,538.4205,10.1005,-1.55333566715
289,2.89,538.417,10.116,-1.55333441914
290,2.9,538.416,10.1125,-1.55335540257
291,2.91,538.416,10.105,-1.55335676766
292,2.92,538.4145,10.1095,-1.55334664591
293,2.93,538.414,10.105,-1.55330924159
294,2.94,538.408,10.092,-1.55333386499
295,2.95,538.4155,10.105,-1.55332854659
296,2.96,538.4155,10.106,-1.55335134559
297,2.97,538.409,10.121,-1.55333964657
298,2.98,538.3155,10.075,-1.55312612447
299,2.99,538.3875,10.142,-1.55328633983
300,3.0,538.391,10.141,-1.55329277487
301,3.01,538.389,10.1355,-1.5532923816
302,3.02,538.3855,10.1405,-1.55329152101
303,3.03,538.3855,10.1425,-1.55330578316
304,3.04,538.3815,10.127,-1.55326498371
305,3.05,538.3885,10.133,-1.5537606239
306,3.06,538.388,10.132,-1.55380499742
307,3.07,538.384,10.1435,-1.55381362469
308,3.08,538.391,10.1395,-1.55381845466
309,3.09,538.465,10.189,-1.55397813962
310,3.1,538.3885,10.145,-1.55382865821
311,3.11,538.391,10.1385,-1.55383821676
312,3.12,538.39,10.1375,-1.55381865066
313,3.13,538.3965,10.1385,-1.55382494075
314,3.14,538.3855,10.137,-1.55380373243
315,3.15,538.3845,10.137,-1.5540549192
316,3.16,538.386,10.145,-1.55453983822
317,3.17,538.3835,10.1565,-1.55444108215
318,3.18,538.3735,10.169,-1.55442600196
319,3.19,538.371,10.1885,-1.55442554463
320,3.2,538.359,10.2075,-1.55427976082
321,3.21,538.3655,10.189,-1.55405441525
322,3.22,538.374,10.156,-1.55385370403
323,3.23,538.3765,10.139,-1.55386619215
324,3.24,538.384,10.1315,-1.55390865654
325,3.25,538.377,10.136,-1.55384816341
326,3.26,538.3815,10.131,-1.55383887243
327,3.27,538.3885,10.1335,-1.55382871533
328,3.28,538.3815,10.1405,-1.55384187422
329,3.29,538.3145,10.1425,-1.55390720785
330,3.3,538.1165,10.098,-1.55405249372
331,3.31,537.7095,9.904,-1.55398087568
332,3.32,537.328,9.896,-1.55417917442
333,3.33,536.845,9.979,-1.55436215755
334,3.34,536.379,9.8875,-1.55465526127
335,3.35,536.0295,9.792,-1.55535311786
336,3.36,535.7615,9.6875,-1.55610624504
337,3.37,535.6055,9.4895,-1.55722691276
338,3.38,535.5195,9.198,-1.558391657
339,3.39,535.5645,8.814,-1.55958657865
340,3.4,535.7615,8.3995,-1.56085428353
341,3.41,536.108,7.8955,-1.56230303735
342,3.42,536.5605,7.303,-1.5637491197
343,3.43,537.019,6.6905,-1.56528124779
344,3.44,537.4705,5.9235,-1.56668568324
345,3.45,537.9035,5.0935,-1.56785064885
346,3.46,538.3235,4.1275,-1.56881452911
347,3.47,538.723,3.1425,-1.56974446039
348,3.48,539.1715,2.1285,-1.57103060998
349,3.49,539.693,1.064,-1.57259408824
350,3.5,540.2345,-0.088,-1.57396579965
351,3.51,540.794,-1.302,-1.57555986174
352,3.52,541.37,-2.5975,-1.57707153914
353,3.53,541.9135,-3.9645,-1.57846874006
354,3.54,542.503,-5.323,-1.58042150406
355,3.55,543.1685,-6.7555,-1.58248326458
356,3.56,543.8765,-8.35,-1.58439068049
357,3.57,544.5885,-9.934,-1.58639173498
358,3.58,545.351,-11.623,-1.58845162581
359,3.59,546.182,-13.381,-1.59087235462
360,3.6,547.0515,-15.301,-1.59311761279
361,3.61,547.986,-17.265,-1.59549212381
362,3.62,548.99,-19.4095,-1.59780338777
363,3.63,549.9665,-21.595,-1.6003957851
364,3.64,550.874,-23.9385,-1.60249573867
365,3.65,551.7765,-26.4355,-1.60444408297
366,3.66,552.7645,-29.068,-1.60663960245
367,3.67,553.8335,-31.8225,-1.60848286794
368,3.68,555.092,-34.574,-1.61014411329
369,3.69,556.4365,-37.405,-1.61183709816
370,3.7,557.7265,-40.4765,-1.61350290737
371,3.71,558.913,-43.549,-1.61470912493
372,3.72,560.1085,-46.793,-1.61588367711
373,3.73,561.411,-50.0955,-1.61674605701
374,3.74,562.8985,-53.4605,-1.61781967353
375,3.75,564.318,-56.9595,-1.61821889124
376,3.76,565.7715,-60.482,-1.61857314408
377,3.77,567.273,-64.205,-1.61844763878
378,3.78,568.6725,-67.9945,-1.61840742372
379,3.79,570.1265,-71.8825,-1.61760314226
380,3.8,571.655,-75.772,-1.6168493404
381,3.81,573.303,-79.76,-1.61552276505
382,3.82,574.9005,-83.949,-1.61394629551
383,3.83,576.537,-88.1535,-1.61227521787
384,3.84,578.1085,-92.353,-1.61021294625
385,3.85,579.7895,-96.747,-1.60811267434
386,3.86,581.486,-101.1725,-1.60575967681
387,3.87,583.224,-105.6565,-1.60300557823
388,3.88,584.8815,-110.223,-1.60038444667
389,3.89,586.488,-114.846,-1.59697038298
390,3.9,587.962,-119.619,-1.59376468847
391,3.91,589.542,-124.359,-1.59047757514
392,3.92,591.094,-129.164,-1.58656583884
393,3.93,592.6615,-134.009,-1.58294341749
394,3.94,594.2075,-138.8845,-1.57885859681
395,3.95,595.6975,-143.823,-1.57452319302
396,3.96,597.2675,-148.81835,-1.57016023498
397,3.97,598.8995,-153.8916,-1.565449315
398,3.98,600.5175,-158.9599,-1.56064489807
399,3.99,602.2445,-164.1209,-1.55544425617
400,4.0,604.0895,-169.38685,-1.55031146814
401,4.01,605.963,-174.70425,-1.54463690802
402,4.02,607.8495,-179.9617,-1.53884501635
403,4.03,609.825,-185.38845,-1.53316817775
404,4.04,611.805,-190.8686,-1.52701477575
405,4.05,613.733,-196.3356,-1.52058689509
406,4.06,615.7095,-201.91585,-1.51464797365
407,4.07,617.764,-207.5802,-1.50825261279
408,4.08,619.854,-213.25795,-1.50167636752
409,4.09,622.042,-218.9345,-1.49516006505
410,4.1,624.378,-224.584,-1.48817127698
411,4.11,626.6615,-230.2822,-1.48094851107
412,4.12,629.0075,-235.96145,-1.47368538422
413,4.13,631.3715,-241.855,-1.46591439272
414,4.14,633.7145,-247.7744,-1.45825986875
415,4.15,636.113,-253.60826,-1.45038250055
416,4.16,638.5165,-259.490055,-1.44249949108
417,4.17,640.891,-265.42137,-1.4342619971
418,4.18,643.446,-271.47902,-1.42630178299
419,4.19,645.9265,-277.49005,-1.4184404034
420,4.2,648.4995,-283.35505,-1.41042539808
421,4.21,651.2185,-289.32135,-1.40176636921
422,4.22,654.024,-295.1086,-1.39341296143
423,4.23,656.9225,-300.7885,-1.38487371032
424,4.24,659.9685,-306.43475,-1.37600865502
425,4.25,662.885,-312.10405,-1.36699096104
426,4.26,665.842,-317.62975,-1.35759714678
427,4.27,668.7775,-323.1576,-1.34848363366
428,4.28,671.6755,-328.734,-1.33927932401
429,4.29,674.697,-334.23605,-1.33018088671
430,4.3,677.622,-339.7913,-1.32075300158
431,4.31,680.5735,-345.2349,-1.31147703263
432,4.32,683.518,-350.7173,-1.30214907871
433,4.33,686.5645,-356.3694,-1.2925820771
434,4.34,689.664,-362.04445,-1.28316181052
435,4.35,692.795,-367.5754,-1.27380345374
436,4.36,696.0715,-373.19865,-1.26449798522
437,4.37,699.4455,-378.764,-1.25479177605
438,4.38,702.815,-384.3835,-1.24505390161
439,4.39,706.209,-389.837,-1.23537813498
440,4.4,709.7,-395.416,-1.22530072266
441,4.41,713.178,-400.9605,-1.21568339111
442,4.42,716.7375,-406.4805,-1.2057489344
443,4.43,720.3405,-411.886,-1.19594397435
444,4.44,723.9545,-417.4195,-1.18586217161
445,4.45,727.751,-422.979,-1.17612120677
446,4.46,731.4825,-428.515,-1.16649457924
447,4.47,735.2075,-433.91,-1.15671146687
448,4.48,739.002,-439.418,-1.14678678874
449,4.49,742.761,-444.822,-1.13704678295
450,4.5,746.4895,-450.2505,-1.12738113081
451,4.51,750.2205,-455.552,-1.11794481605
452,4.52,753.98,-460.906,-1.10743816242
453,4.53,757.6905,-466.142,-1.09731284175
454,4.54,761.521,-471.305,-1.08752291921
455,4.55,765.338,-476.4265,-1.07725128609
456,4.56,769.1995,-481.498,-1.06611892888
457,4.57,773.0905,-486.5325,-1.05571006194
458,4.58,776.987,-491.543,-1.04506926164
459,4.59,780.7875,-496.5635,-1.03455491393
460,4.6,784.657,-501.5895,-1.02368321699
461,4.61,788.671,-506.6015,-1.01363344423
462,4.62,792.6455,-511.3575,-1.00312184318
463,4.63,796.611,-516.2835,-0.993023842137
464,4.64,800.5605,-521.188,-0.982685548507
465,4.65,804.5125,-526.05,-0.972521721127
466,4.66,808.4985,-530.891,-0.962615007501
467,4.67,812.3515,-535.714,-0.952398494203
468,4.68,816.1985,-540.6775,-0.942287546355
469,4.69,819.9725,-545.52,-0.932026717407
470,4.7,823.854,-550.3385,-0.922177446095
471,4.71,827.7745,-555.0515,-0.912196788528
472,4.72,831.5695,-559.814,-0.90224459346
473,4.73,835.339,-564.5695,-0.893666180196
474,4.74,839.0635,-569.3435,-0.881969315452
475,4.75,842.842,-574.0945,-0.872299199991
476,4.76,846.627,-578.7285,-0.862627704448
477,4.77,850.4195,-583.4165,-0.853385775212
478,4.78,854.2495,-588.2495,-0.843695670918
479,4.79,858.003,-592.86,-0.83428502142
480,4.8,861.747,-597.426,-0.82498312766
481,4.81,865.56,-602.141,-0.815257209183
482,4.82,869.417,-606.6325,-0.805897915452
483,4.83,873.3615,-611.0085,-0.796760630727
484,4.84,877.3135,-615.544,-0.787347300392
485,4.85,881.334,-619.953,-0.778562313319
486,4.86,885.295,-624.2125,-0.770997070325
487,4.87,889.3305,-628.5675,-0.762374075087
488,4.88,893.3665,-633.098,-0.753886634992
489,4.89,897.264,-637.5645,-0.745057016064
490,4.9,901.0675,-641.782,-0.736561469691
491,4.91,904.9705,-646.2155,-0.728099120798
492,4.92,909.192,-650.642,
493,4.93,913.3985,-654.7515,-0.708042014643
494,4.94,917.6995,-658.7845,-0.697834479373
495,4.95,921.9675,-663.0665,-0.689773610631
496,4.96,926.2405,-667.3455,-0.681324761451
497,4.97,930.4255,-671.3925,-0.673708781061
498,4.98,934.697,-675.496,-0.665915748016
499,4.99,939.2185,-679.865,-0.658070822708
500,5.0,943.646,-684.068,-0.647753522779
501,5.01,947.9765,-688.057,
502,5.02,952.453,-692.2625,-0.63151468095
503,5.03,956.999,-696.471,-0.623582696289
504,5.04,961.483,-700.5085,-0.616579471321
505,5.05,965.92,-704.454,-0.608877107097
506,5.06,970.5045,-708.6215,-0.601379122643
507,5.07,975.069,-712.688,-0.595192004578
508,5.08,979.563,-716.5125,-0.587974029757
509,5.09,984.2035,-720.4285,
510,5.1,988.8775,-724.379,
511,5.11,993.4985,-728.2845,
512,5.12,998.021,-732.109,
513,5.13,1002.688,-735.9925,
514,5.14,1007.366,-739.787,
515,5.15,1011.957,-743.382,
516,5.16,1016.7015,-747.075,
517,5.17,1021.5265,-750.785,
518,5.18,1026.221,-754.471,
519,5.19,1030.915,-757.9065,
520,5.2,1035.8385,-761.213,
521,5.21,1040.8205,-764.4835,
522,5.22,1045.611,-767.7485,
523,5.23,1050.3435,-771.012,
524,5.24,1055.195,-774.081,
525,5.25,1060.1895,-777.0995,
526,5.26,1065.086,-780.091,
527,5.27,1069.8325,-782.852,
528,5.28,1074.743,-785.6465,
529,5.29,1079.763,-788.4305,
530,5.3,1084.673,-791.139,
531,5.31,1089.5405,-793.7715,
532,5.32,1094.561,-796.3175,
533,5.33,1099.5325,-798.854,-0.343048018483
534,5.34,1104.351,-801.3805,-0.333051790722
535,5.35,1109.355,-803.8345,-0.323285294513
536,5.36,1114.369,-806.336,-0.313830766108
537,5.37,1119.226,-808.757,-0.304596537186
538,5.38,1124.148,-811.1275,
539,5.39,1129.1755,-813.5425,-0.266937834011
540,5.4,1134.157,-815.977,-0.2544345802
541,5.41,1139.151,-818.31,-0.242792218777
542,5.42,1144.199,-820.6295,-0.230819574268
543,5.43,1149.408,-822.904,-0.219127430511
544,5.44,1154.733,-825.179,-0.207007313775
545,5.45,1159.988,-827.3675,-0.194830224303
546,5.46,1165.4365,-829.498,-0.183223149624
547,5.47,1170.886,-831.6275,-0.171310668731
548,5.48,1176.321,-833.643,-0.159171044371
549,5.49,1181.7685,-835.6035,
550,5.5,1187.284,-837.496,
551,5.51,1192.8085,-839.3075,-0.14443622467
552,5.52,1198.1405,-841.3605,-0.129580944531
553,5.53,1203.537,-843.2065,-0.113041265467
554,5.54,1209.0555,-845.0555,-0.0994597793322
555,5.55,1214.553,-846.7995,-0.0887078178428
556,5.56,1219.992,-848.5665,-0.0760498401352
557,5.57,1225.4705,-850.2595,-0.0617244463105
558,5.58,1230.921,-851.848,-0.0493745994058
559,5.59,1236.3555,-853.427,-0.0370491640361
560,5.6,1241.8,-854.78,-0.0290622049198
561,5.61,1247.26,-856.095,-0.0125652291016
562,5.62,1252.63,-857.377,-0.00275348582078
563,5.63,1257.985,-858.4665,0.00988459162573
564,5.64,1263.57,-859.653,0.0232304200708
565,5.65,1269.06,-860.8125,0.0363293041674
566,5.66,1274.695,-861.8595,0.0488825271772
567,5.67,1280.35,-862.9635,0.0616283875748
568,5.68,1286.03,-864.038,0.0739136202329
569,5.69,1291.64,-865.0965,0.0859146861794
570,5.7,1297.05,-866.0845,0.0979861462014
571,5.71,1302.37,-867.261,0.108380157155
572,5.72,1308.115,-867.9835,0.121299853834
573,5.73,1313.62,-868.817,0.13270954841
574,5.74,1319.01,-869.542,0.164686645666
575,5.75,1324.635,-870.112,0.178497141188
576,5.76,1330.395,-870.538,0.192660369868
577,5.77,1336.2,-870.9755,0.206545012325
578,5.78,1341.765,-871.617,0.220113639212
579,5.79,1347.575,-871.88,0.233246527137
580,5.8,1353.35,-872.0675,0.246976367136
581,5.81,1359.275,-872.062,0.260700117368
582,5.82,1365.165,-872.101,0.274409822125
583,5.83,1371.325,-872.0625,0.28835776799
584,5.84,1377.35,-872.037,0.3014693157
585,5.85,1383.42,-871.8835,0.314407999793
586,5.86,1389.64,-871.652,0.328167786632
587,5.87,1395.885,-871.457,0.341114278971
588,5.88,1402.06,-871.2175,0.354060764102
589,5.89,1408.245,-870.83,0.367431056103
590,5.9,1414.415,-870.5195,0.380426641436
591,5.91,1420.635,-870.6595,0.392789213192
592,5.92,1426.625,-869.5095,0.40669166988
593,5.93,1432.455,-869.164,0.419473144776
594,5.94,1438.305,-868.21,0.432908109059
595,5.95,1444.285,-867.393,0.446094643969
596,5.96,1450.215,-866.686,0.45993891113
597,5.97,1456.21,-865.421,0.473253962186
598,5.98,1462.42,-865.38,0.487389103061
599,5.99,1468.46,-864.054,0.501209759623
600,6.0,1474.55,-863.1255,0.514429527889
601,6.01,1480.755,-862.38,0.527531085566
602,6.02,1486.17,-860.155,0.540757717127
603,6.03,1492.2,-859.209,0.553556305659
604,6.04,1498.25,-858.31,0.566309082088
605,6.05,1504.2,-856.956,0.579471087962
606,6.06,1510.02,-855.684,0.592725607215
607,6.07,1515.685,-853.8935,0.606528215466
608,6.08,1521.635,-852.6415,0.619946696054
609,6.09,1527.765,-851.4465,0.633176795699
610,6.1,1533.815,-850.3365,0.646234094398
611,6.11,1539.785,-849.1205,0.659457846988
612,6.12,1545.68,-847.7365,0.672768298888
613,6.13,1551.555,-845.961,0.686564540796
614,6.14,1557.285,-844.2375,0.699869280215
615,6.15,1563.015,-842.385,0.713409071888
616,6.16,1568.985,-840.604,0.726637022827
617,6.17,1575.055,-838.613,0.74005963446
618,6.18,1580.885,-836.7095,0.752873103808
619,6.19,1586.75,-834.727,0.765990495459
620,6.2,1592.49,-832.623,0.77836773777
621,6.21,1598.18,-830.506,0.791641601354
622,6.22,1603.6,-828.486,0.803796121222
623,6.23,1608.995,-826.4175,0.814834980782
624,6.24,1614.38,-824.2885,0.826111359103
625,6.25,1619.46,-822.1775,0.836874581944
626,6.26,1624.39,-820.0515,0.847425984237
627,6.27,1629.38,-817.9,0.857536742723
628,6.28,1634.23,-815.753,0.867161528171
629,6.29,1638.925,-813.6425,0.876619470954
630,6.3,1643.815,-811.3215,0.886282867508
631,6.31,1648.695,-809.043,0.89526369563
632,6.32,1653.535,-806.825,0.904226901456
633,6.33,1656.84,-804.3075,0.910176846385
634,6.34,1661.375,-801.753,0.918940195845
635,6.35,1665.93,-799.1935,0.927615927647
636,6.36,1670.46,-796.556,0.936165393673
637,6.37,1674.785,-793.8415,0.944097779564
638,6.38,1679.065,-791.096,0.952313468393
639,6.39,1683.215,-788.3145,0.960661014548
640,6.4,1687.205,-785.441,0.968642133853
641,6.41,1691.355,-782.489,0.976330756445
642,6.42,1695.36,-779.607,0.983608324798
643,6.43,1699.27,-776.596,0.99122616209
644,6.44,1703.25,-773.5685,0.998898320364
645,6.45,1707.185,-770.464,1.0064492132
646,6.46,1711.025,-767.385,1.01400455823
647,6.47,1714.85,-764.2935,1.02129442812
648,6.48,1718.665,-761.1495,1.02858721245
649,6.49,1722.43,-758.041,1.03674335086
650,6.5,1726.01,-754.991,1.0440569254
651,6.51,1729.635,-751.78,1.05148597059
652,6.52,1733.25,-748.5995,1.05902187661
653,6.53,1736.94,-745.2325,1.06785668957
654,6.54,1740.6,-741.8705,1.07630104245
655,6.55,1743.825,-735.423,1.09355015498
656,6.56,1747.22,-732.529,1.10001224373
657,6.57,1750.625,-730.545,1.10409991081
658,6.58,1754.035,-727.542,1.11085031047
659,6.59,1757.44,-724.28,1.1187635537
660,6.6,1760.76,-720.819,1.12681576849
661,6.61,1764.155,-717.27,1.13524642221
662,6.62,1767.53,-713.5665,1.14341367913
663,6.63,1770.775,-709.812,1.15213390666
664,6.64,1773.975,-705.9405,1.16069750751
665,6.65,1777.265,-701.912,1.17004820744
666,6.66,1780.44,-697.8645,1.1789083421
667,6.67,1783.56,-693.919,1.18784528616
668,6.68,1786.57,-690.1405,1.19576474651
669,6.69,1789.56,-685.6435,1.20517148952
670,6.7,1792.685,-681.427,1.21512548154
671,6.71,1795.8,-677.1685,1.22429418776
672,6.72,1798.92,-672.916,1.23356525884
673,6.73,1801.93,-668.6535,1.24256868997
674,6.74,1804.9,-664.4485,1.25166829082
675,6.75,1807.85,-660.12,1.26119670354
676,6.76,1810.79,-655.7605,1.27080782259
677,6.77,1813.725,-651.3595,1.28084400253
678,6.78,1816.615,-646.953,1.29042471812
679,6.79,1819.48,-642.669,1.29953462806
680,6.8,1822.62,-638.603,1.30841423043
681,6.81,1824.655,-631.415,1.32686698873
682,6.82,1827.31,-627.334,1.33589865733
683,6.83,1829.995,-623.1225,1.34468210977
684,6.84,1832.76,-618.9015,1.35316285833
685,6.85,1835.495,-614.714,1.36191732612
686,6.86,1838.075,-610.4445,1.37049193333
687,6.87,1840.56,-606.3015,1.37885328352
688,6.88,1843.005,-602.0135,1.38717962635
689,6.89,1845.555,-597.702,1.39524433108
690,6.9,1848.125,-593.3905,1.40381623697
691,6.91,1850.7,-589.231,1.41178445292
692,6.92,1853.205,-585.0095,1.41957736859
693,6.93,1855.66,-580.6295,1.42793352993
694,6.94,1858.18,-576.349,1.43587380521
695,6.95,1860.74,-572.2155,1.44333254279
696,6.96,1863.345,-567.703,1.45193169734
697,6.97,1866.03,-563.184,1.4603829785
698,6.98,1868.72,-558.644,1.46908835628
699,6.99,1871.38,-554.1875,1.47787907391
700,7.0,1873.92,-549.6675,1.48651768595
701,7.01,1876.425,-545.1365,1.4947179695
702,7.02,1878.97,-540.691,1.50350587912
703,7.03,1881.29,-535.617,1.51410455468
704,7.04,1883.8,-531.2375,1.52268809461
705,7.05,1885.585,-526.062,1.53345119708
706,7.06,1887.98,-521.425,1.5421843681
707,7.07,1890.355,-516.8255,1.55099242933
708,7.08,1892.675,-512.0825,1.55964664545
709,7.09,1894.97,-507.484,1.56830761442
710,7.1,1897.2,-502.7195,1.5768791667
711,7.11,1899.54,-497.774,1.58575427002
712,7.12,1901.88,-492.9175,1.59445045806
713,7.13,1904.205,-487.9525,1.60342464103
714,7.14,1906.43,-483.151,1.6117987202
715,7.15,1908.675,-478.082,1.6208142893
716,7.16,1911.0,-473.111,1.62931954519
717,7.17,1913.345,-468.0985,1.63829612131
718,7.18,1915.575,-462.9285,1.64738369185
719,7.19,1917.795,-457.874,1.65612444559
720,7.2,1919.885,-452.7095,1.66473836797
721,7.21,1921.79,-447.5955,1.67326173449
722,7.22,1923.81,-442.4385,1.68165558656
723,7.23,1925.725,-437.1125,1.68984151778
724,7.24,1927.64,-431.721,1.69762679514
725,7.25,1929.615,-426.3225,1.70589970235
726,7.26,1931.42,-420.892,1.7135895988
727,7.27,1933.24,-415.4215,1.72073037268
728,7.28,1934.99,-409.784,1.72815686611
729,7.29,1936.62,-404.1145,1.73527418627
730,7.3,1938.2,-398.3495,1.74295825895
731,7.31,1939.6,-392.6975,1.74991756116
732,7.32,1940.985,-386.892,1.7573114916
733,7.33,1942.35,-380.934,1.76458281976
734,7.34,1943.72,-374.955,1.77176403878
735,7.35,1944.95,-369.0811,1.77864312481
736,7.36,1946.065,-363.11425,1.78524543195
737,7.37,1947.025,-356.99535,1.7921340686
738,7.38,1947.845,-350.9835,1.79832256794
